setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,eps_fixed,sd_epsilon,infer_eps,sigma_true,window,r2_21,rmse21_full,rmse21_cv,b21,bg1,bg2,bg11,dev
0,kl,3.162277660168379e-06,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.1510986477963043,335.46160562824355,369.5117624731142,20.21962237565498,79.41666666666667,74.95833333333333,52.09375,65.66145833333334
0,kl,1e-05,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.1532433100101082,335.0375829734712,380.8135032372729,13.837410185973996,76.73958333333333,70.10416666666667,38.79166666666666,52.836458333333326
0,kl,3.1622776601683795e-05,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.1824488263629119,329.2089865422334,384.36792524890126,14.27649767128452,71.92708333333333,59.63541666666666,27.75,40.82604166666666
0,kl,0.0001,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.2319014298236028,319.0969748667982,372.1265113618654,18.008262042142302,65.09375,41.19791666666666,20.53125,29.004166666666663
0,kl,0.0003162277660168,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.1742581930024401,330.8539662514973,378.3571033518371,23.791155594014853,42.97916666666666,28.14583333333333,14.052083333333334,19.585416666666667
0,kl,0.001,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.2343556436112452,318.58678073978655,363.4911046272676,41.0901270109009,28.979166666666668,16.864583333333332,9.65625,12.346875
0,kl,0.0031622776601683,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.2737869451250203,310.274607243397,343.7333622054134,64.12852872126506,19.791666666666668,11.34375,5.927083333333333,7.776041666666667
0,kl,0.01,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.2655931432764016,312.0200988629004,353.1720255474434,102.95711941843332,12.0,7.041666666666667,3.8333333333333335,4.805208333333334
0,kl,0.0316227766016837,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.2518815387877143,314.91938495890554,368.46007391080184,139.68271299107013,8.083333333333334,4.854166666666667,2.395833333333333,3.2479166666666663
0,kl,0.1,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.1869375137558838,328.30399724133434,384.79419073062746,199.28726259352223,5.052083333333333,3.5625,1.5833333333333333,2.145833333333333
0,kl,0.3162277660168379,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.2470121360965343,315.94260666868354,368.46443749665787,371.3878400200845,3.395833333333333,2.28125,1.25,1.5864583333333333
1,kl,3.162277660168379e-06,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.1581063641503331,334.0741114090804,372.44025372040136,13.65549237954802,79.5625,77.76041666666667,46.114583333333336,61.532291666666666
1,kl,1e-05,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.1268023834783319,340.22833469135674,387.283359788952,9.15450566045478,77.52083333333333,76.3125,34.166666666666664,46.735416666666666
1,kl,3.1622776601683795e-05,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.1538136408566927,334.924732105459,386.4790860673872,9.795029653819515,74.45833333333333,64.375,23.15625,35.85729166666666
1,kl,0.0001,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.1663528655802272,332.43392667834996,388.27390796335254,11.487490332268212,68.86458333333333,51.04166666666666,15.875,25.788541666666667
1,kl,0.0003162277660168,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.2401802401919031,317.3726516766489,376.7056546124109,20.599031104475877,50.41666666666666,29.479166666666668,12.28125,18.80625
1,kl,0.001,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.2661945183487074,311.8923225925697,360.3366361200341,34.74734546077796,32.864583333333336,19.08333333333333,8.791666666666666,13.654166666666663
1,kl,0.0031622776601683,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.248229639811313,315.6870800320889,376.1342131514325,56.521047006637545,20.3125,12.75,6.229166666666667,8.116666666666665
1,kl,0.01,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.1946973961577071,326.7335717078278,381.73568627235096,86.76344883376765,11.583333333333334,7.791666666666667,3.9479166666666665,5.259375
1,kl,0.0316227766016837,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.2045828928385799,324.72196938011365,379.300507176542,128.38658318113738,8.010416666666666,5.291666666666667,2.4166666666666665,3.414583333333333
1,kl,0.1,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.2516003612938755,314.9785600290628,365.51878838207983,244.28775689572564,5.041666666666667,3.333333333333333,1.8958333333333333,2.2968749999999996
1,kl,0.3162277660168379,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.1942998147186714,326.81421665639243,378.0754752210522,313.9513206525636,3.75,2.208333333333333,1.46875,1.5541666666666667
2,kl,3.162277660168379e-06,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.0912611920880544,347.0833225398626,382.7668334494401,18.21590071703252,78.58333333333333,74.03125,58.625,66.21875
2,kl,1e-05,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.1107795269322361,343.3356775236039,384.699188873358,11.679418464111828,78.36458333333333,67.45833333333333,41.82291666666666,54.22395833333333
2,kl,3.1622776601683795e-05,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.1706103366842815,331.5839630413606,384.6382147668149,12.77714898913484,73.29166666666667,60.09375,27.197916666666668,39.475
2,kl,0.0001,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.2165726334032462,322.2653241034901,381.063608049631,18.695593396425224,59.51041666666666,41.28125,25.0,28.796875
2,kl,0.0003162277660168,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.2671669228966042,311.68560155948614,355.0821202025569,23.38917892461259,48.40625,29.71875,11.385416666666666,19.805208333333333
